0,85,Killed by human
0,67,Killed by human
0,44,Killed by human
0,82,Killed by human
0,18,Killed by human
0,93,Killed by human
0,93,Killed by human
0,24,Killed by human
0,8,Killed by human
0,69,Killed by human
0,27,Killed by human
0,32,Killed by human
0,86,Killed by human
0,57,Killed by human
0,66,Killed by human
0,71,Killed by human
0,17,Killed by human
0,1,Killed by human
0,71,Killed by human
0,55,Killed by human
0,40,Killed by human
0,20,Killed by human
0,66,Killed by human
0,48,Killed by human
0,37,Killed by human
0,74,Killed by human
0,82,Killed by human
0,8,Killed by human
0,15,Killed by human
0,30,Killed by human
0,57,Killed by human
0,71,Killed by human
0,25,Killed by human
0,60,Killed by human
0,1,Killed by human
0,16,Killed by human
0,88,Killed by human
0,58,Killed by human
0,27,Killed by human
0,9,Killed by human
0,92,Killed by human
0,3,Killed by human
0,3,Killed by human
0,59,Killed by human
0,39,Killed by human
0,82,Killed by human
0,1,Killed by human
0,70,Killed by human
0,87,Killed by human
0,24,Killed by human
0,95,Killed by human
0,11,Killed by human
0,96,Killed by human
0,2,Killed by human
0,86,Killed by human
0,85,Killed by human
0,12,Killed by human
0,55,Killed by human
0,43,Killed by human
0,95,Killed by human
0,24,Killed by human
0,23,Killed by human
0,89,Killed by human
0,71,Killed by human
0,20,Killed by human
0,26,Killed by human
0,42,Killed by human
0,17,Killed by human
0,84,Killed by human
0,44,Killed by human
0,66,Killed by human
0,40,Killed by human
0,88,Killed by human
0,68,Killed by human
0,44,Killed by human
0,74,Killed by human
0,80,Killed by human
0,73,Killed by human
0,72,Killed by human
0,63,Killed by human
0,51,Killed by human
0,8,Killed by human
0,49,Killed by human
0,99,Killed by human
0,16,Killed by human
0,99,Killed by human
0,92,Killed by human
0,61,Killed by human
0,51,Killed by human
0,20,Killed by human
0,60,Killed by human
0,28,Killed by human
0,32,Killed by human
0,88,Killed by human
0,88,Killed by human
0,0,Killed by human
0,97,Killed by human
0,53,Killed by human
0,53,Killed by human
0,83,Killed by human
0,99,Killed by human
0,49,Killed by human
0,65,Killed by human
0,34,Killed by human
0,98,Killed by human
0,35,Killed by human
0,37,Killed by human
0,65,Killed by human
0,63,Killed by human
0,97,Killed by human
0,53,Killed by human
0,70,Killed by human
0,43,Killed by human
0,9,Killed by human
0,39,Killed by human
0,35,Killed by human
0,1,Killed by human
0,23,Killed by human
0,28,Killed by human
0,99,Killed by human
0,15,Killed by human
0,42,Killed by human
0,46,Killed by human
0,56,Killed by human
0,37,Killed by human
0,30,Killed by human
0,49,Killed by human
0,7,Killed by human
0,19,Killed by human
0,27,Killed by human
0,19,Killed by human
0,5,Killed by human
0,60,Killed by human
0,67,Killed by human
0,67,Killed by human
0,29,Killed by human
0,85,Killed by human
0,7,Killed by human
0,73,Killed by human
0,0,Killed by human
0,16,Killed by human
0,80,Killed by human
0,64,Killed by human
0,19,Killed by human
0,14,Killed by human
0,69,Killed by human
0,69,Killed by human
0,60,Killed by human
0,75,Killed by human
0,38,Killed by human
0,58,Killed by human
0,31,Killed by human
0,8,Killed by human
0,86,Killed by human
0,53,Killed by human
0,23,Killed by human
0,23,Killed by human
0,28,Killed by human
0,23,Killed by human
0,86,Killed by human
0,18,Killed by human
0,47,Killed by human
0,21,Killed by human
0,53,Killed by human
0,44,Killed by human
0,5,Killed by human
0,49,Killed by human
0,49,Killed by human
0,67,Killed by human
0,27,Killed by human
0,10,Killed by human
0,80,Killed by human
0,35,Killed by human
0,31,Killed by human
0,60,Killed by human
0,74,Killed by human
0,71,Killed by human
0,48,Killed by human
0,9,Killed by human
0,26,Killed by human
0,48,Killed by human
0,77,Killed by human
0,97,Killed by human
0,88,Killed by human
0,6,Killed by human
0,63,Killed by human
0,43,Killed by human
0,40,Killed by human
0,5,Killed by human
0,49,Killed by human
0,49,Killed by human
0,12,Killed by human
0,45,Killed by human
0,16,Killed by human
0,82,Killed by human
0,19,Killed by human
0,19,Killed by human
0,5,Killed by human
0,8,Killed by human
0,22,Killed by human
0,77,Killed by human
0,86,Killed by human
0,32,Killed by human
0,17,Killed by human
0,17,Killed by human
0,67,Killed by human
0,62,Killed by human
0,47,Killed by human
0,41,Killed by human
0,69,Killed by human
0,69,Killed by human
0,68,Killed by human
0,65,Killed by human
0,41,Killed by human
0,13,Killed by human
0,72,Killed by human
0,64,Killed by human
0,49,Killed by human
0,47,Killed by human
0,19,Killed by human
0,33,Killed by human
0,33,Killed by human
0,38,Killed by human
0,36,Killed by human
0,92,Killed by human
0,30,Killed by human
0,52,Killed by human
0,53,Killed by human
0,63,Killed by human
0,42,Killed by human
0,88,Killed by human
0,91,Killed by human
0,98,Killed by human
0,80,Killed by human
0,33,Killed by human
0,32,Killed by human
0,57,Killed by human
0,52,Killed by human
0,1,Killed by human
0,94,Killed by human
0,97,Killed by human
0,93,Killed by human
0,21,Killed by human
0,79,Killed by human
0,38,Killed by human
0,89,Killed by human
0,25,Killed by human
0,6,Killed by human
0,51,Killed by human
0,97,Killed by human
0,2,Killed by human
0,41,Killed by human
0,79,Killed by human
0,95,Killed by human
0,50,Killed by human
0,2,Killed by human
0,98,Killed by human
0,64,Killed by human
0,55,Killed by human
0,85,Killed by human
0,43,Killed by human
0,58,Killed by human
0,41,Killed by human
0,48,Killed by human
0,81,Killed by human
0,1,Killed by human
0,76,Killed by human
0,76,Killed by human
0,42,Killed by human
0,50,Killed by human
0,4,Killed by human
0,68,Killed by human
0,22,Killed by human
0,38,Killed by human
0,62,Killed by human
0,66,Killed by human
0,90,Killed by human
0,15,Killed by human
0,84,Killed by human
0,90,Killed by human
0,28,Killed by human
0,91,Killed by human
0,13,Killed by human
0,86,Killed by human
0,52,Killed by human
0,70,Killed by human
0,22,Killed by human
0,0,Killed by human
0,0,Killed by human
0,12,Killed by human
0,15,Killed by human
0,21,Killed by human
0,0,Killed by human
0,76,Killed by human
0,86,Killed by human
0,59,Killed by human
0,1,Killed by human
0,37,Killed by human
0,67,Killed by human
0,4,Killed by human
0,4,Killed by human
0,24,Killed by human
0,86,Killed by human
0,58,Killed by human
0,23,Killed by human
0,55,Killed by human
0,84,Killed by human
0,59,Killed by human
0,28,Killed by human
0,0,Killed by human
0,71,Killed by human
0,84,Killed by human
0,76,Killed by human
0,5,Killed by human
0,11,Killed by human
0,94,Killed by human
0,3,Killed by human
0,79,Killed by human
0,67,Killed by human
0,15,Killed by human
0,31,Killed by human
0,10,Killed by human
0,19,Killed by human
0,22,Killed by human
0,16,Killed by human
0,68,Killed by human
0,67,Killed by human
0,4,Killed by human
0,52,Killed by human
0,72,Killed by human
0,47,Killed by human
0,49,Killed by human
0,75,Killed by human
0,40,Killed by human
0,58,Killed by human
0,67,Killed by human
0,84,Killed by human
0,36,Killed by human
0,67,Killed by human
0,4,Killed by human
0,41,Killed by human
0,50,Killed by human
0,84,Killed by human
0,58,Killed by human
0,51,Killed by human
0,32,Killed by human
0,45,Killed by human
0,93,Killed by human
0,40,Killed by human
0,73,Killed by human
0,24,Killed by human
0,67,Killed by human
0,11,Killed by human
0,47,Killed by human
0,47,Killed by human
0,20,Killed by human
0,23,Killed by human
0,85,Killed by human
0,9,Killed by human
0,41,Killed by human
0,48,Killed by human
0,8,Killed by human
0,57,Killed by human
0,23,Killed by human
0,49,Killed by human
0,5,Killed by human
0,40,Killed by human
0,60,Killed by human
0,38,Killed by human
0,44,Killed by human
0,45,Killed by human
0,45,Killed by human
0,7,Killed by human
0,69,Killed by human
0,78,Killed by human
0,15,Killed by human
0,86,Killed by human
0,91,Killed by human
0,97,Killed by human
0,56,Killed by human
0,48,Killed by human
0,33,Killed by human
0,95,Killed by human
0,26,Killed by human
0,38,Killed by human
0,33,Killed by human
0,21,Killed by human
0,67,Killed by human
0,91,Killed by human
0,22,Killed by human
0,78,Killed by human
0,81,Killed by human
0,66,Killed by human
0,47,Killed by human
0,62,Killed by human
0,46,Killed by human
0,10,Killed by human
0,57,Killed by human
0,24,Killed by human
0,88,Killed by human
0,44,Killed by human
0,23,Killed by human
0,79,Killed by human
0,55,Killed by human
0,55,Killed by human
0,35,Killed by human
0,29,Killed by human
0,50,Killed by human
0,45,Killed by human
0,51,Killed by human
0,48,Killed by human
0,88,Killed by human
0,47,Killed by human
0,15,Killed by human
0,95,Killed by human
0,53,Killed by human
0,95,Killed by human
0,14,Killed by human
0,21,Killed by human
0,15,Killed by human
0,1,Killed by human
0,36,Killed by human
0,36,Killed by human
0,7,Killed by human
0,16,Killed by human
0,50,Killed by human
0,16,Killed by human
0,16,Killed by human
0,97,Killed by human
0,9,Killed by human
0,3,Killed by human
0,55,Killed by human
0,93,Killed by human
0,91,Killed by human
0,42,Killed by human
0,74,Killed by human
0,33,Killed by human
0,13,Killed by human
0,57,Killed by human
0,56,Killed by human
0,23,Killed by human
0,6,Killed by human
0,80,Killed by human
0,97,Killed by human
0,17,Killed by human
0,39,Killed by human
0,82,Killed by human
0,82,Killed by human
0,79,Killed by human
0,39,Killed by human
0,99,Killed by human
0,12,Killed by human
0,82,Killed by human
0,7,Killed by human
0,95,Killed by human
0,59,Killed by human
0,98,Killed by human
0,20,Killed by human
0,25,Killed by human
0,12,Killed by human
0,14,Killed by human
0,31,Killed by human
0,41,Killed by human
0,73,Killed by human
0,19,Killed by human
0,48,Killed by human
0,39,Killed by human
0,31,Killed by human
0,59,Killed by human
0,0,Killed by human
0,22,Killed by human
0,22,Killed by human
0,16,Killed by human
0,95,Killed by human
0,8,Killed by human
0,8,Killed by human
0,37,Killed by human
0,76,Killed by human
0,25,Killed by human
0,16,Killed by human
0,16,Killed by human
0,77,Killed by human
0,18,Killed by human
0,9,Killed by human
0,91,Killed by human
0,49,Killed by human
0,52,Killed by human
0,41,Killed by human
0,44,Killed by human
0,83,Killed by human
0,35,Killed by human
0,34,Killed by human
0,25,Killed by human
0,91,Killed by human
0,59,Killed by human
0,19,Killed by human
0,36,Killed by human
0,58,Killed by human
0,11,Killed by human
0,11,Killed by human
0,64,Killed by human
0,50,Killed by human
0,91,Killed by human
0,53,Killed by human
0,19,Killed by human
0,23,Killed by human
0,1,Killed by human
0,48,Killed by human
0,93,Killed by human
0,28,Killed by human
0,76,Killed by human
0,60,Killed by human
0,14,Killed by human
0,57,Killed by human
0,61,Killed by human
0,65,Killed by human
0,78,Killed by human
0,59,Killed by human
0,19,Killed by human
0,18,Killed by human
0,87,Killed by human
0,53,Killed by human
0,71,Killed by human
0,81,Killed by human
0,53,Killed by human
0,9,Killed by human
0,64,Killed by human
0,68,Killed by human
0,68,Killed by human
0,68,Killed by human
0,72,Killed by human
0,78,Killed by human
0,7,Killed by human
0,25,Killed by human
0,77,Killed by human
0,99,Killed by human
0,33,Killed by human
0,87,Killed by human
0,13,Killed by human
0,93,Killed by human
0,7,Killed by human
0,52,Killed by human
0,4,Killed by human
0,70,Killed by human
0,43,Killed by human
0,29,Killed by human
0,38,Killed by human
0,38,Killed by human
0,77,Killed by human
0,77,Killed by human
0,77,Killed by human
0,5,Killed by human
0,73,Killed by human
0,31,Killed by human
0,19,Killed by human
0,82,Killed by human
0,37,Killed by human
0,87,Killed by human
0,16,Killed by human
0,58,Killed by human
0,76,Killed by human
0,55,Killed by human
0,86,Killed by human
0,11,Killed by human
0,44,Killed by human
0,60,Killed by human
0,41,Killed by human
0,74,Killed by human
0,37,Killed by human
0,30,Killed by human
0,46,Killed by human
0,29,Killed by human
0,68,Killed by human
0,29,Killed by human
0,32,Killed by human
0,90,Killed by human
0,95,Killed by human
0,10,Killed by human
0,30,Killed by human
0,52,Killed by human
0,52,Killed by human
0,34,Killed by human
0,8,Killed by human
0,8,Killed by human
0,38,Killed by human
0,97,Killed by human
0,47,Killed by human
0,4,Killed by human
0,2,Killed by human
0,22,Killed by human
0,3,Killed by human
0,34,Killed by human
0,55,Killed by human
0,93,Killed by human
0,1,Killed by human
0,81,Killed by human
0,81,Killed by human
0,15,Killed by human
0,60,Killed by human
0,26,Killed by human
0,53,Killed by human
0,53,Killed by human
0,53,Killed by human
0,42,Killed by human
0,11,Killed by human
0,19,Killed by human
0,10,Killed by human
0,52,Killed by human
0,16,Killed by human
0,97,Killed by human
0,67,Killed by human
0,16,Killed by human
0,16,Killed by human
0,86,Killed by human
0,54,Killed by human
0,15,Killed by human
0,7,Killed by human
0,7,Killed by human
0,39,Killed by human
0,23,Killed by human
0,20,Killed by human
0,91,Killed by human
0,55,Killed by human
0,81,Killed by human
0,26,Killed by human
0,26,Killed by human
0,26,Killed by human
0,56,Killed by human
0,5,Killed by human
0,93,Killed by human
0,68,Killed by human
0,34,Killed by human
0,4,Killed by human
0,69,Killed by human
0,97,Killed by human
0,48,Killed by human
0,13,Killed by human
0,57,Killed by human
0,2,Killed by human
0,15,Killed by human
0,81,Killed by human
0,15,Killed by human
0,9,Killed by human
0,60,Killed by human
0,86,Killed by human
0,8,Killed by human
0,76,Killed by human
0,34,Killed by human
0,37,Killed by human
0,88,Killed by human
0,48,Killed by human
0,72,Killed by human
0,96,Killed by human
0,92,Killed by human
0,8,Killed by human
0,59,Killed by human
0,52,Killed by human
0,27,Killed by human
0,9,Killed by human
0,9,Killed by human
0,42,Killed by human
0,99,Killed by human
0,99,Killed by human
0,43,Killed by human
0,60,Killed by human
0,95,Killed by human
0,83,Killed by human
0,93,Killed by human
0,82,Killed by human
0,26,Killed by human
0,70,Killed by human
0,57,Killed by human
0,39,Killed by human
0,53,Killed by human
0,10,Killed by human
0,12,Killed by human
0,97,Killed by human
0,32,Killed by human
0,83,Killed by human
0,65,Killed by human
0,53,Killed by human
0,53,Killed by human
0,31,Killed by human
0,44,Killed by human
0,35,Killed by human
0,37,Killed by human
0,51,Killed by human
0,69,Killed by human
0,18,Killed by human
0,42,Killed by human
0,52,Killed by human
0,8,Killed by human
0,0,Killed by human
0,84,Killed by human
0,30,Killed by human
0,20,Killed by human
0,21,Killed by human
0,85,Killed by human
0,10,Killed by human
0,22,Killed by human
0,22,Killed by human
0,87,Killed by human
0,1,Killed by human
0,1,Killed by human
0,81,Killed by human
0,27,Killed by human
0,67,Killed by human
0,17,Killed by human
0,83,Killed by human
0,26,Killed by human
0,70,Killed by human
0,41,Killed by human
0,80,Killed by human
0,66,Killed by human
0,87,Killed by human
0,83,Killed by human
0,92,Killed by human
0,99,Killed by human
0,88,Killed by human
0,88,Killed by human
0,88,Killed by human
0,71,Killed by human
0,44,Killed by human
0,90,Killed by human
0,95,Killed by human
0,71,Killed by human
0,20,Killed by human
0,59,Killed by human
0,11,Killed by human
0,99,Killed by human
0,14,Killed by human
0,91,Killed by human
0,7,Killed by human
0,94,Killed by human
0,1,Killed by human
0,43,Killed by human
0,81,Killed by human
0,83,Killed by human
0,36,Killed by human
0,36,Killed by human
0,31,Killed by human
0,19,Killed by human
0,80,Killed by human
0,33,Killed by human
0,40,Killed by human
0,67,Killed by human
0,26,Killed by human
0,68,Killed by human
0,44,Killed by human
0,54,Killed by human
0,83,Killed by human
0,85,Killed by human
0,87,Killed by human
0,19,Killed by human
0,75,Killed by human
0,61,Killed by human
0,27,Killed by human
0,17,Killed by human
0,51,Killed by human
0,50,Killed by human
0,39,Killed by human
0,19,Killed by human
0,19,Killed by human
0,19,Killed by human
0,80,Killed by human
0,46,Killed by human
0,65,Killed by human
0,59,Killed by human
0,35,Killed by human
0,85,Killed by human
0,9,Killed by human
0,51,Killed by human
0,99,Killed by human
0,99,Killed by human
0,41,Killed by human
0,42,Killed by human
0,98,Killed by human
0,59,Killed by human
0,24,Killed by human
0,11,Killed by human
0,35,Killed by human
0,59,Killed by human
0,60,Killed by human
0,24,Killed by human
0,43,Killed by human
0,46,Killed by human
0,12,Killed by human
0,64,Killed by human
0,39,Killed by human
0,17,Killed by human
0,40,Killed by human
0,60,Killed by human
0,10,Killed by human
0,42,Killed by human
0,32,Killed by human
0,55,Killed by human
0,55,Killed by human
0,51,Killed by human
0,88,Killed by human
0,84,Killed by human
0,60,Killed by human
0,14,Killed by human
0,87,Killed by human
0,57,Killed by human
0,28,Killed by human
0,28,Killed by human
0,82,Killed by human
0,20,Killed by human
0,20,Killed by human
0,88,Killed by human
0,85,Killed by human
0,58,Killed by human
0,50,Killed by human
0,12,Killed by human
0,10,Killed by human
0,89,Killed by human
0,93,Killed by human
0,56,Killed by human
0,56,Killed by human
0,56,Killed by human
0,52,Killed by human
0,55,Killed by human
0,25,Killed by human
0,75,Killed by human
0,25,Killed by human
0,69,Killed by human
0,58,Killed by human
0,83,Killed by human
0,42,Killed by human
0,86,Killed by human
0,77,Killed by human
0,70,Killed by human
0,2,Killed by human
0,2,Killed by human
0,11,Killed by human
0,4,Killed by human
0,29,Killed by human
0,70,Killed by human
0,70,Killed by human
0,48,Killed by human
0,8,Killed by human
0,81,Killed by human
0,78,Killed by human
0,69,Killed by human
0,56,Killed by human
0,55,Killed by human
0,33,Killed by human
0,66,Killed by human
0,27,Killed by human
0,6,Killed by human
0,48,Killed by human
0,33,Killed by human
0,68,Killed by human
0,94,Killed by human
0,55,Killed by human
0,88,Killed by human
0,9,Killed by human
0,36,Killed by human
0,51,Killed by human
0,24,Killed by human
0,57,Killed by human
0,1,Killed by human
0,21,Killed by human
0,48,Killed by human
0,5,Killed by human
0,20,Killed by human
0,69,Killed by human
0,24,Killed by human
0,50,Killed by human
0,53,Killed by human
0,99,Killed by human
0,93,Killed by human
0,82,Killed by human
0,53,Killed by human
0,58,Killed by human
0,60,Killed by human
0,58,Killed by human
0,53,Killed by human
0,60,Killed by human
0,72,Killed by human
0,25,Killed by human
0,14,Killed by human
0,7,Killed by human
0,99,Killed by human
0,98,Killed by human
0,83,Killed by human
0,72,Killed by human
0,86,Killed by human
0,11,Killed by human
0,93,Killed by human
0,77,Killed by human
0,95,Killed by human
0,8,Killed by human
0,29,Killed by human
0,64,Killed by human
0,8,Killed by human
0,8,Killed by human
0,14,Killed by human
0,10,Killed by human
0,26,Killed by human
0,48,Killed by human
0,34,Killed by human
0,44,Killed by human
0,54,Killed by human
0,46,Killed by human
0,44,Killed by human
0,44,Killed by human
0,84,Killed by human
0,39,Killed by human
0,31,Killed by human
0,42,Killed by human
0,45,Killed by human
0,74,Killed by human
0,95,Killed by human
0,22,Killed by human
0,55,Killed by human
0,1,Killed by human
0,68,Killed by human
0,35,Killed by human
0,53,Killed by human
0,60,Killed by human
0,25,Killed by human
0,88,Killed by human
0,50,Killed by human
0,80,Killed by human
0,19,Killed by human
0,35,Killed by human
0,37,Killed by human
0,29,Killed by human
0,44,Killed by human
0,23,Killed by human
0,21,Killed by human
0,2,Killed by human
0,44,Killed by human
0,38,Killed by human
0,85,Killed by human
0,7,Killed by human
0,93,Killed by human
0,73,Killed by human
0,8,Killed by human
0,12,Killed by human
0,43,Killed by human
0,34,Killed by human
0,37,Killed by human
0,2,Killed by human
0,7,Killed by human
0,78,Killed by human
0,20,Killed by human
0,10,Killed by human
0,92,Killed by human
0,92,Killed by human
0,21,Killed by human
0,25,Killed by human
0,71,Killed by human
0,75,Killed by human
0,98,Killed by human
0,31,Killed by human
0,26,Killed by human
0,41,Killed by human
0,91,Killed by human
0,91,Killed by human
0,28,Killed by human
0,49,Killed by human
0,43,Killed by human
0,74,Killed by human
0,6,Killed by human
0,3,Killed by human
0,88,Killed by human
0,74,Killed by human
0,91,Killed by human
0,35,Killed by human
0,84,Killed by human
0,72,Killed by human
0,87,Killed by human
0,87,Killed by human
0,46,Killed by human
0,90,Killed by human
0,40,Killed by human
0,11,Killed by human
0,4,Killed by human
0,14,Killed by human
0,66,Killed by human
0,98,Killed by human
0,92,Killed by human
0,96,Killed by human
0,42,Killed by human
0,19,Killed by human
0,24,Killed by human
0,73,Killed by human
0,61,Killed by human
0,27,Killed by human
0,2,Killed by human
0,22,Killed by human
0,41,Killed by human
0,17,Killed by human
0,13,Killed by human
0,37,Killed by human
0,94,Killed by human
0,78,Killed by human
0,7,Killed by human
0,15,Killed by human
0,27,Killed by human
0,91,Killed by human
0,80,Killed by human
0,80,Killed by human
0,42,Killed by human
0,42,Killed by human
0,42,Killed by human
0,62,Killed by human
0,1,Killed by human
0,77,Killed by human
0,94,Killed by human
0,94,Killed by human
0,91,Killed by human
0,91,Killed by human
0,86,Killed by human
0,71,Killed by human
0,30,Killed by human
0,33,Killed by human
0,61,Killed by human
0,39,Killed by human
0,9,Killed by human
0,78,Killed by human
0,23,Killed by human
0,8,Killed by human
0,63,Killed by human
0,63,Killed by human
0,89,Killed by human
0,82,Killed by human
0,25,Killed by human
0,64,Killed by human
0,18,Killed by human
0,18,Killed by human
0,3,Killed by human
0,10,Killed by human
0,10,Killed by human
0,3,Killed by human
0,3,Killed by human
0,9,Killed by human
0,0,Killed by human
0,36,Killed by human
0,81,Killed by human
0,36,Killed by human
0,41,Killed by human
0,62,Killed by human
0,14,Killed by human
0,55,Killed by human
0,71,Killed by human
0,71,Killed by human
0,10,Killed by human
0,67,Killed by human
0,19,Killed by human
0,14,Killed by human
0,32,Killed by human
0,68,Killed by human
0,96,Killed by human
0,81,Killed by human
0,60,Killed by human
0,53,Killed by human
0,43,Killed by human
0,13,Killed by human
0,1,Killed by human
0,52,Killed by human
0,98,Killed by human
0,12,Killed by human
0,50,Killed by human
0,3,Killed by human
0,16,Killed by human
0,66,Killed by human
0,56,Killed by human
0,45,Killed by human
0,45,Killed by human
0,76,Killed by human
0,8,Killed by human
0,88,Killed by human
0,1,Killed by human
0,62,Killed by human
0,5,Killed by human
0,55,Killed by human
0,9,Killed by human
0,73,Killed by human
0,76,Killed by human
0,89,Killed by human
0,89,Killed by human
0,94,Killed by human
0,34,Killed by human
0,44,Killed by human
0,80,Killed by human
0,37,Killed by human
0,37,Killed by human
0,51,Killed by human
0,51,Killed by human
0,25,Killed by human
0,77,Killed by human
0,68,Killed by human
0,68,Killed by human
0,88,Killed by human
0,21,Killed by human
0,44,Killed by human
0,94,Killed by human
0,61,Killed by human
0,53,Killed by human
0,28,Killed by human
0,86,Killed by human
0,2,Killed by human
0,50,Killed by human
0,65,Killed by human
0,59,Killed by human
0,42,Killed by human
0,3,Killed by human
0,73,Killed by human
0,68,Killed by human
0,84,Killed by human
0,46,Killed by human
0,85,Killed by human
0,1,Killed by human
0,11,Killed by human
0,56,Killed by human
0,26,Killed by human
0,7,Killed by human
0,14,Killed by human
0,14,Killed by human
0,21,Killed by human
0,97,Killed by human
0,68,Killed by human
0,33,Killed by human
0,60,Killed by human
0,18,Killed by human
0,72,Killed by human
0,40,Killed by human
0,41,Killed by human
0,16,Killed by human
0,75,Killed by human
0,83,Killed by human
0,74,Killed by human
0,0,Killed by human
0,59,Killed by human
0,16,Killed by human
0,4,Killed by human
0,61,Killed by human
0,18,Killed by human
0,66,Killed by human
0,24,Killed by human
0,56,Killed by human
0,41,Killed by human
0,46,Killed by human
0,57,Killed by human
0,71,Killed by human
0,46,Killed by human
0,2,Killed by human
0,49,Killed by human
0,9,Killed by human
0,78,Killed by human
0,78,Killed by human
0,30,Killed by human
0,46,Killed by human
0,29,Killed by human
0,85,Killed by human
0,16,Killed by human
0,92,Killed by human
0,1,Killed by human
0,1,Killed by human
0,28,Killed by human
0,28,Killed by human
0,34,Killed by human
0,41,Killed by human
0,75,Killed by human
0,40,Killed by human
0,31,Killed by human
0,40,Killed by human
0,60,Killed by human
0,85,Killed by human
0,98,Killed by human
0,41,Killed by human
0,2,Killed by human
0,41,Killed by human
0,41,Killed by human
0,97,Killed by human
0,97,Killed by human
0,1,Killed by human
0,2,Killed by human
0,59,Killed by human
0,96,Killed by human
0,94,Killed by human
0,95,Killed by human
0,45,Killed by human
0,67,Killed by human
0,21,Killed by human
0,76,Killed by human
0,40,Killed by human
0,95,Killed by human
0,74,Killed by human
0,23,Killed by human
0,72,Killed by human
0,45,Killed by human
0,96,Killed by human
0,14,Killed by human
0,26,Killed by human
0,34,Killed by human
0,69,Killed by human
0,40,Killed by human
0,16,Killed by human
0,11,Killed by human
0,22,Killed by human
0,4,Killed by human
0,76,Killed by human
0,46,Killed by human
0,53,Killed by human
0,56,Killed by human
0,41,Killed by human
0,39,Killed by human
0,30,Killed by human
0,43,Killed by human
0,56,Killed by human
0,47,Killed by human
0,42,Killed by human
0,95,Killed by human
0,36,Killed by human
0,36,Killed by human
0,69,Killed by human
0,33,Killed by human
0,21,Killed by human
0,32,Killed by human
0,32,Killed by human
0,54,Killed by human
0,53,Killed by human
0,3,Killed by human
0,22,Killed by human
0,36,Killed by human
0,31,Killed by human
0,1,Killed by human
0,1,Killed by human
0,45,Killed by human
0,56,Killed by human
0,29,Killed by human
0,75,Killed by human
0,33,Killed by human
0,15,Killed by human
0,44,Killed by human
0,71,Killed by human
0,100,Killed by human
0,30,Killed by human
0,47,Killed by human
0,7,Killed by human
0,92,Killed by human
0,59,Killed by human
0,30,Killed by human
0,66,Killed by human
0,32,Killed by human
0,23,Killed by human
0,29,Killed by human
0,42,Killed by human
0,93,Killed by human
0,9,Killed by human
0,9,Killed by human
0,28,Killed by human
0,26,Killed by human
0,21,Killed by human
0,91,Killed by human
0,74,Killed by human
0,8,Killed by human
0,87,Killed by human
0,79,Killed by human
0,95,Killed by human
0,32,Killed by human
0,62,Killed by human
0,9,Killed by human
0,36,Killed by human
0,72,Killed by human
0,37,Killed by human
0,31,Killed by human
0,56,Killed by human
0,64,Killed by human
0,8,Killed by human
0,46,Killed by human
0,34,Killed by human
0,13,Killed by human
0,13,Killed by human
0,41,Killed by human
0,50,Killed by human
0,50,Killed by human
0,10,Killed by human
0,48,Killed by human
0,60,Killed by human
0,60,Killed by human
0,97,Killed by human
0,94,Killed by human
0,15,Killed by human
0,4,Killed by human
0,6,Killed by human
0,13,Killed by human
0,56,Killed by human
0,58,Killed by human
0,41,Killed by human
0,96,Killed by human
0,29,Killed by human
0,26,Killed by human
0,70,Killed by human
0,95,Killed by human
0,69,Killed by human
0,50,Killed by human
0,46,Killed by human
0,23,Killed by human
0,88,Killed by human
0,88,Killed by human
0,43,Killed by human
0,66,Killed by human
0,40,Killed by human
0,80,Killed by human
0,12,Killed by human
0,17,Killed by human
0,97,Killed by human
0,8,Killed by human
0,19,Killed by human
0,38,Killed by human
0,77,Killed by human
0,18,Killed by human
0,29,Killed by human
0,41,Killed by human
0,42,Killed by human
0,98,Killed by human
0,11,Killed by human
0,49,Killed by human
0,12,Killed by human
0,14,Killed by human
0,87,Killed by human
0,71,Killed by human
0,41,Killed by human
0,7,Killed by human
0,57,Killed by human
0,75,Killed by human
0,37,Killed by human
0,7,Killed by human
0,30,Killed by human
0,30,Killed by human
0,3,Killed by human
0,3,Killed by human
0,56,Killed by human
0,39,Killed by human
0,51,Killed by human
0,72,Killed by human
0,26,Killed by human
0,44,Killed by human
0,44,Killed by human
0,10,Killed by human
0,70,Killed by human
0,14,Killed by human
0,90,Killed by human
0,77,Killed by human
0,7,Killed by human
0,78,Killed by human
0,59,Killed by human
0,94,Killed by human
0,96,Killed by human
0,53,Killed by human
0,10,Killed by human
0,18,Killed by human
0,2,Killed by human
0,62,Killed by human
0,72,Killed by human
0,2,Killed by human
0,45,Killed by human
0,67,Killed by human
0,35,Killed by human
0,50,Killed by human
0,97,Killed by human
0,97,Killed by human
0,47,Killed by human
0,58,Killed by human
0,86,Killed by human
0,19,Killed by human
0,13,Killed by human
0,37,Killed by human
0,32,Killed by human
0,47,Killed by human
0,10,Killed by human
0,10,Killed by human
0,93,Killed by human
0,78,Killed by human
0,3,Killed by human
0,82,Killed by human
0,42,Killed by human
0,33,Killed by human
0,79,Killed by human
0,21,Killed by human
0,42,Killed by human
0,43,Killed by human
0,1,Killed by human
0,35,Killed by human
0,77,Killed by human
0,44,Killed by human
0,79,Killed by human
0,66,Killed by human
0,45,Killed by human
0,3,Killed by human
0,29,Killed by human
0,17,Killed by human
0,48,Killed by human
0,38,Killed by human
0,24,Killed by human
